cond,utt_id,speaker,wer,sub,del,ins,cer,hyp
xtts,1995-1836-0009,1995,0.0,0.0,0.0,0.0,0.0,"But Cresswell added significantly, capacity differs enormously between races."
chatterbox,1995-1836-0009,1995,0.0,0.0,0.0,0.0,0.0,but cresswell added significantly capacity differs enormously between races
indextts,1995-1836-0009,1995,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0133333333333333,But Creswell added significantly capacity differs enormously between races.
cosyvoice3,1995-1836-0009,1995,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0133333333333333,"But Creswell added significantly, capacity differs enormously between races."
real,1320-122612-0004,1320,0.0,0.0,0.0,0.0,0.0,distrusting his own judgment his appeals to the opinion of chingachgook were frequent and earnest
f5tts,1320-122612-0004,1320,0.0,0.0,0.0,0.0,0.0,distrusting his own judgment his appeals to the opinion of chingachgook were frequent and earnest
xtts,1320-122612-0004,1320,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0309278350515463,"Distrusting his own judgment, his appeals to the opinion of Kongachgook were frequent and earnest."
chatterbox,1320-122612-0004,1320,0.0,0.0,0.0,0.0,0.0,"Distrusting his own judgment, his appeals to the opinion of Chingachgook were frequent and earnest."
indextts,1320-122612-0004,1320,0.0,0.0,0.0,0.0,0.0,"Distrusting his own judgment, his appeals to the opinion of Chingachgook were frequent and earnest."
cosyvoice3,1320-122612-0004,1320,0.0,0.0,0.0,0.0,0.0,"distrusting his own judgment, his appeals to the opinion of Chingachgook were frequent and earnest."
real,1320-122612-0015,1320,0.0,0.0,0.0,0.0,0.0,the whole party crowded to the spot where uncas pointed out the impression of a moccasin in the moist alluvion
f5tts,1320-122612-0015,1320,0.0,0.0,0.0,0.0,0.0,the whole party crowded to the spot where uncas pointed out the impression of a moccasin in the moist alluvion
xtts,1320-122612-0015,1320,0.05,0.05,0.0,0.0,0.009090909090909,The whole party crowded to the spot where Uncus pointed out the impression of a moccasin in the moist alluvion.
chatterbox,1320-122612-0015,1320,0.0,0.0,0.0,0.0,0.0,The whole party crowded to the spot where Uncas pointed out the impression of a moccasin  in the moist alluvion.
indextts,1320-122612-0015,1320,0.0,0.0,0.0,0.0,0.0,the whole party crowded to the spot where Uncas pointed out the impression of a moccasin in the moist alluvion.
cosyvoice3,1320-122612-0015,1320,0.0,0.0,0.0,0.0,0.0,the whole party crowded to the spot where Uncas pointed out the impression  of a moccasin in the moist alluvion.
real,1320-122617-0003,1320,0.0,0.0,0.0,0.0,0.0,there was something in his air and manner that betrayed to the scout the utter confusion of the state of his mind
f5tts,1320-122617-0003,1320,0.0,0.0,0.0,0.0,0.0,There was something in his air and manner that betrayed to the scout the utter confusion of the state of his mind.
xtts,1320-122617-0003,1320,0.0,0.0,0.0,0.0,0.0,There was something in his air and manner that betrayed to the scout  the utter confusion of the state of his mind.
chatterbox,1320-122617-0003,1320,0.0,0.0,0.0,0.0,0.0,There was something in his air and manner that betrayed to the scout the utter confusion  of the state of his mind.
indextts,1320-122617-0003,1320,0.0,0.0,0.0,0.0,0.0,There was something in his air and manner that betrayed to the scout the utter confusion  of the state of his mind.
cosyvoice3,1320-122617-0003,1320,0.0,0.0,0.0,0.0,0.0,there was something in his air and manner that betrayed to the scout the utter confusion of the state of his mind
real,1320-122612-0006,1320,0.0,0.0,0.0,0.0,0.0,Let us retrace our steps and examine as we go with keener eyes.
f5tts,1320-122612-0006,1320,0.0,0.0,0.0,0.0,0.0,Let us retrace our steps and examine as we go with keener eyes.
xtts,1320-122612-0006,1320,0.0,0.0,0.0,0.0,0.0,Let us retrace our steps and examine as we go with keener eyes.
chatterbox,1320-122612-0006,1320,0.0,0.0,0.0,0.0,0.0,let us retrace our steps and examine as we go with keener eyes
indextts,1320-122612-0006,1320,0.0,0.0,0.0,0.0,0.0,"Let us retrace our steps, and examine as we go with keener eyes."
cosyvoice3,1320-122612-0006,1320,0.0,0.0,0.0,0.0,0.0,Let us retrace our steps and examine as we go with keener eyes.
real,1320-122617-0009,1320,0.0,0.0,0.0,0.0,0.0,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
f5tts,1320-122617-0009,1320,0.0,0.0,0.0,0.0,0.0,"I greatly mourn that one so well disposed should die in his ignorance, and I have sought  a goodly hymn, can you lead me to him?"
xtts,1320-122617-0009,1320,0.0,0.0,0.0,0.0,0.0,"I greatly mourn, that one so well disposed, Should die in his ignorance,  And I have sought a goodly hymn, Can you lead me to him?"
chatterbox,1320-122617-0009,1320,0.0,0.0,0.0,0.0,0.0,"I greatly mourn that one so well disposed should die in his ignorance,  and I have sought a goodly hymn. Can you lead me to him?"
indextts,1320-122617-0009,1320,0.0,0.0,0.0,0.0,0.0,i greatly mourn that one so well disposed should die in his ignorance and i have sought a goodly hymn can you lead me to him
cosyvoice3,1320-122617-0009,1320,0.0,0.0,0.0,0.0,0.0,"I greatly mourn that one so well disposed Should die in his ignorance, and I have sought  a goodly hymn.  Can you lead me to him?"
real,1320-122617-0023,1320,0.0,0.0,0.0,0.0,0.0,uncas who had already approached the door in readiness to lead the way now recoiled and placed himself once more in the bottom of the lodge
f5tts,1320-122617-0023,1320,0.0,0.0,0.0,0.0,0.0,uncas who had already approached the door in readiness to lead the way now recoiled and placed himself once more in the bottom of the lodge
xtts,1320-122617-0023,1320,0.0,0.0,0.0,0.0,0.0,"Uncas, who had already approached the door in readiness to lead the way,  now recoiled and placed himself once more in the bottom of the lodge."
chatterbox,1320-122617-0023,1320,0.0,0.0,0.0,0.0,0.0,uncas who had already approached the door in readiness to lead the way now recoiled and placed himself once more in the bottom of the lodge
indextts,1320-122617-0023,1320,0.0,0.0,0.0,0.0,0.0,uncas who had already approached the door in readiness to lead the way now recoiled and placed himself once more in the bottom of the lodge
cosyvoice3,1320-122617-0023,1320,0.0,0.0,0.0,0.0,0.0,"Uncas, who had already approached the door in readiness to lead the way, now recoiled  and placed himself once more in the bottom of the lodge."
real,1320-122617-0015,1320,0.0,0.0,0.0,0.0,0.0,"But the bear, instead of obeying, maintained the seat it had taken and growled."
f5tts,1320-122617-0015,1320,0.0,0.0,0.0,0.0,0.0,"But the bear, instead of obeying maintained the seat, it had taken and growled."
xtts,1320-122617-0015,1320,0.0,0.0,0.0,0.0,0.0,but the bear instead of obeying maintained the seat it had taken and growled.
chatterbox,1320-122617-0015,1320,0.0,0.0,0.0,0.0,0.0,"But the bear, instead of obeying, maintained the seat it had taken, and growled."
indextts,1320-122617-0015,1320,0.0,0.0,0.0,0.0,0.0,but the bear instead of obeying maintained the seat it had taken and growled.
cosyvoice3,1320-122617-0015,1320,0.0,0.0,0.0,0.0,0.0,"but the bear, instead of obeying, maintained the seat it had taken, and growled."
real,1320-122612-0016,1320,0.0,0.0,0.0,0.0,0.0,run back uncas and bring me the size of the singer's foot
f5tts,1320-122612-0016,1320,0.1666666666666666,0.0833333333333333,0.0,0.0833333333333333,0.0701754385964912,Run back on Kaz and bring me the size of the singer's foot.
xtts,1320-122612-0016,1320,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0350877192982456,"Run back, Ancus, and bring me the size of the singer's foot."
chatterbox,1320-122612-0016,1320,0.0,0.0,0.0,0.0,0.0,"Run back, Uncas, and bring me the size of the singer's foot."
indextts,1320-122612-0016,1320,0.0,0.0,0.0,0.0,0.0,"Run back, Uncas, and bring me the size of the singer's foot."
cosyvoice3,1320-122612-0016,1320,0.0,0.0,0.0,0.0,0.0,"Run back, Uncas, and bring me the size of the singer's foot."
real,1320-122617-0031,1320,0.0,0.0,0.0,0.0,0.0,bravely and generously has he battled in my behalf and this and more will i dare in his service
f5tts,1320-122617-0031,1320,0.0,0.0,0.0,0.0,0.0,"Bravely and generously has he battled in my behalf, and this and more will I dare in his service."
xtts,1320-122617-0031,1320,0.0,0.0,0.0,0.0,0.0,"Bravely and generously has he battled in my behalf, and this and more will I dare in his service."
chatterbox,1320-122617-0031,1320,0.0,0.0,0.0,0.0,0.0,"Bravely and generously has he battled in my behalf, and this and more will I dare in his service."
indextts,1320-122617-0031,1320,0.0,0.0,0.0,0.0,0.0,"bravely and generously, has he battled in my behalf, and this and more will I dare in his service."
cosyvoice3,1320-122617-0031,1320,0.0,0.0,0.0,0.0,0.0,"Bravely and generously has he battled in my behalf,  and this and more will I dare in his service."
real,1320-122617-0017,1320,0.0,0.0,0.0,0.0,0.0,"Then, as if satisfied of their safety, the scout left his position and slowly entered the place."
f5tts,1320-122617-0017,1320,0.0,0.0,0.0,0.0,0.0,"Then, as if satisfied of their safety, the scout left his position and slowly entered the place."
xtts,1320-122617-0017,1320,0.0,0.0,0.0,0.0,0.0,"Then, as if satisfied of their safety, the scout left his position and slowly entered the place."
chatterbox,1320-122617-0017,1320,0.0,0.0,0.0,0.0,0.0,"Then, as if satisfied of their safety, the scout left his position and slowly entered the place."
indextts,1320-122617-0017,1320,0.0,0.0,0.0,0.0,0.0,"Then, as if satisfied of their safety, the scout left his position and slowly entered the place."
cosyvoice3,1320-122617-0017,1320,0.0,0.0,0.0,0.0,0.0,"Then, as if satisfied of their safety, the scout left his position, and slowly entered the place."
real,237-126133-0014,237,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0467289719626168,"asked Bronzy, in intense interest slipping down out of Polly's arms and crowding up close to Jasper's side."
f5tts,237-126133-0014,237,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0467289719626168,asked Francie an intense interest slipping down out of Polly's arms and crowding up close to Jasper's side.
xtts,237-126133-0014,237,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0467289719626168,"asked Franzi in intense interest, slipping down out of Polly's arms and crowding up close to Jasper's side."
chatterbox,237-126133-0014,237,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0467289719626168,"asked Franzi in intense interest, slipping down out of Polly's arms and crowding up close to Jasper's side."
indextts,237-126133-0014,237,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0467289719626168,"asked Franzi in intense interest, slipping down out of Polly's arms and crowding up close  to Jasper's side."
cosyvoice3,237-126133-0014,237,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0467289719626168,"asked Franzi in intense interest, slipping down out of Polly's arms and crowding up close  to Jasper's side."
real,237-126133-0005,237,0.0,0.0,0.0,0.0,0.0,"Oh, she's always at the piano, said Van.  She must be there now, somewhere.  And then somebody laughed."
f5tts,237-126133-0005,237,0.0,0.0,0.0,0.0,0.0,"Oh, she's always at the piano, said Van.  She must be there now somewhere, and then somebody laughed."
xtts,237-126133-0005,237,0.0,0.0,0.0,0.0,0.0,"Oh, she's always at the piano, said Van.  She must be there now, somewhere, and then somebody laughed."
chatterbox,237-126133-0005,237,0.0,0.0,0.0,0.0,0.0,oh she's always at the piano said van she must be there now somewhere and then somebody laughed
indextts,237-126133-0005,237,0.1111111111111111,0.0555555555555555,0.0,0.0555555555555555,0.0210526315789473,oh she is always at the piano said van she must be there now somewhere and then somebody laughed
cosyvoice3,237-126133-0005,237,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0421052631578947,"""'Oh, she's always at the piano?' said Van.  ""'She must be there now, somewhere.'  And then somebody laughed."""
real,237-134500-0039,237,0.0,0.0,0.0,0.0,0.0,"That won't last. It will go away, and things will be just as they used to."
f5tts,237-134500-0039,237,0.0,0.0,0.0,0.0,0.0,"That won't last, it will go away, and things will be just as they used to."
xtts,237-134500-0039,237,0.0,0.0,0.0,0.0,0.0,"That won't last, it will go away, and things will be just as they used to."
chatterbox,237-134500-0039,237,0.0,0.0,0.0,0.0,0.0,That won't last. It will go away and things will be just as they used to.
indextts,237-134500-0039,237,0.0,0.0,0.0,0.0,0.0,that won't last it will go away and things will be just as they used to
cosyvoice3,237-134500-0039,237,0.0,0.0,0.0,0.0,0.0,"That won't last. It will go away, and things will be just as they used to."
real,237-134493-0015,237,0.0,0.0,0.0,0.0,0.0,there was something individual about the great farm a most unusual trimness and care for detail
f5tts,237-134493-0015,237,0.0,0.0,0.0,0.0,0.0,"There was something individual about the great farm, a most unusual trimness and care for detail."
xtts,237-134493-0015,237,0.0,0.0,0.0,0.0,0.0,"There was something individual about the great farm, a most unusual trimness and care for detail."
chatterbox,237-134493-0015,237,0.0,0.0,0.0,0.0,0.0,there was something individual about the great farm a most unusual trimness and care for detail
indextts,237-134493-0015,237,0.0,0.0,0.0,0.0,0.0,"There was something individual about the great farm, a most unusual trimness, and care for detail."
cosyvoice3,237-134493-0015,237,0.0,0.0,0.0,0.0,0.0,"There was something individual about the great farm, a most unusual trimness and care for detail."
real,237-126133-0003,237,0.0,0.0,0.0,0.0,0.0,somehow of all the days when the home feeling was the strongest this day it seemed as if she could bear it no longer
f5tts,237-126133-0003,237,0.0,0.0,0.0,0.0,0.0,"Somehow, of all the days when the home feeling was the strongest this day, it seemed as if  she could bear it no longer."
xtts,237-126133-0003,237,0.0,0.0,0.0,0.0,0.0,"Somehow, of all the days when the home feeling was the strongest, this day it seemed as if  she could bear it no longer."
chatterbox,237-126133-0003,237,0.0,0.0,0.0,0.0,0.0,somehow of all the days when the home feeling was the strongest this day it seemed as if she could bear it no longer
indextts,237-126133-0003,237,0.0,0.0,0.0,0.0,0.0,somehow of all the days when the home feeling was the strongest this day it seemed as if she could bear it no longer
cosyvoice3,237-126133-0003,237,0.0,0.0,0.0,0.0,0.0,"Somehow, of all the days when the home feeling was the strongest, this day it seemed as if  she could bear it no longer."
real,237-126133-0025,237,0.0,0.0,0.0,0.0,0.0,"At last he came out of them, and wiped his face vigorously."
f5tts,237-126133-0025,237,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0350877192982456,At last he came out at them and wiped his face vigorously.
